Topic,Count,Name,Representation,Representative_Docs,Total
72,187,72_selection_unsupervised selection_wrapper_base selection,"['selection', 'unsupervised selection', 'wrapper', 'base selection', 'irrelevant redundant', 'saola', 'exist selection', 'irrelevant', 'selection important', 'redundant']","['modern biomedical data mining require feature selection method apply large scale feature space e g omics data function noisy problem detect complex pattern association e g gene gene interaction flexibly adapt various problem domains data type e g genetic variant gene expression clinical data computationally tractable end work examines set filter style feature selection algorithms inspired relief algorithm e relief base algorithms rbas implement expand rbas open source framework call rebate relief base algorithm train environment apply comprehensive genetic simulation study compare exist rbas propose rba call multisurf establish feature selection method variety problem result study support assertion rbas particularly flexible efficient powerful feature selection method differentiate relevant feature univariate multivariate epistatic heterogeneous association confirm efficacy expansion classification v regression discrete vs continuous feature miss data multiple class class imbalance identify previously unknown limitation specific rbas suggest multisurf performs best explicitly identify pure way interaction multisurf yield reliable feature selection performance across wide range problem type', 'manuscript present follow improved version binary simultaneous perturbation stochastic approximation spsa method feature selection machine learn aksakalli malekipirbazari pattern recognition letter vol base non monotone iteration gain compute via barzilai borwein bb method adaptation feature rank comparison popular method public benchmark datasets improve method call spsa fsr dramatically reduce number iteration require convergence without impact solution quality spsa fsr use feature rank feature selection classification regression problem review current state art discus improvement detail present three set computational experiment comparison spsa fs wrapper feature selection method sequential method well genetic algorithm comparison spsa fs feature rank method classification set random forest importance chi square information main method comparison spsa fs feature rank method regression set minimum redundancy maximum relevance mrmr relief linear correlation method number feature datasets use range dozen thousand result indicate spsa f converges good feature set iteration therefore quite fast wrapper method spsa f also outperform popular feature selection well feature rank method majority test case sometimes large margin stand promise new feature selection rank method', 'recent year machine learn see increase presencein large variety field especially health care bioinformatics specifically field machine learn algorithms find application genetic algorithm objective paper conduct survey article publish onwards deal genetic algorithm ga use bioinformatics achieve objective scoping review conduct utilized google scholar alongside publish perish scimago journal countryrank search respectable source upon analyze article field bioinformatics become apparent genetic algorithm rarely form full application instead rely vital algorithms support vector machine indeed support vector machine prevalent algorithm use alongside genetic algorithm however usage algorithm contributes heavy focus accuracy ga program often sideline computation time process fact application employ gas classification feature selectionare near success rate focus future ga development direct elsewhere population base search like ga often combine machine learn algorithms scoping review genetic algorithm combine support vector machine find perform best performance metric evaluate often accuracy measure accuracy avoids measure main weakness gas computational time future genetic algorithm could open end evolutionary algorithms attempt increase complexity find diverse solution rather optimize fitness function converge single best solution initial population solution']",80265
73,185,73_forest_random forest_tree_decision tree,"['forest', 'random forest', 'tree', 'decision tree', 'rf', 'tree ensemble', 'oblique', 'deep forest', 'decision forest', 'split']","['breiman random forest rf interpret implicit kernel generator ensue proximity matrix represent data driven rf kernel kernel perspective rf use develop principled framework theoretical investigation statistical property however practical utility link kernel rf widely explore systematically evaluated focus work investigation interplay kernel method rf elucidate performance property data driven rf kernel use regularized linear model comprehensive simulation study comprise continuous binary survival target show continuous survival target rf kernel competitive rf high dimensional scenario large number noisy feature binary target rf kernel rf exhibit comparable performance rf kernel asymptotically converge laplace kernel include evaluation simulation setup rf rfkernel outperform laplace kernel nevertheless case laplace kernel competitive show potential value application also provide result real life data set regression classification survival illustrate insight may leverage practice finally discuss extension rf kernel context interpretable prototype landmarking classification regression survival outline future line research kernel furnish bayesian counterpart rf', 'tree base ensemble breiman random forest rf gradient boost tree gbt interpret implicit kernel generator ensue proximity matrix represent data driven tree ensemble kernel kernel perspective rf use develop principled framework theoretical investigation statistical property recently show kernel interpretation germane tree base ensemble e g gbts however practical utility link kernel tree ensemble widely explore systematically evaluated focus work investigation interplay kernel method tree base ensemble include rf gbt elucidate performance property rf gbt base kernel comprehensive simulation study comprise continuous binary target show continuous target rf gbt kernel competitive respective ensemble higher dimensional scenario particularly case large number noisy feature binary target rf gbt kernel respective ensemble exhibit comparable performance provide result real life data set regression classification show insight may leverage practice overall result support tree ensemble base kernel valuable addition practitioner toolbox finally discuss extension tree ensemble base kernel survival target interpretable prototype landmarking classification regression outline future line research kernel furnish bayesian counterpart frequentist tree ensemble', 'decision tree binary split popularly construct use classification regression tree cart methodology binary classification regression model approach recursively divides data two near homogenous daughter node accord split point maximize reduction sum square error impurity along particular variable paper aim study bias adaptive property regression tree construct cart derive interesting connection bias mean decrease impurity mdi measure variable importance tool widely use model interpretability define sum impurity reduction non terminal node tree particular show probability content terminal subnode variable small mdi variable large relationship exponential confirm theoretically decision tree cart small bias adaptive signal strength direction finally apply individual tree bound tree ensemble show consistency breiman random forest context surprisingly general applies wide variety multivariable data generate distribution regression function main technical tool exact characterization conditional probability content daughter node arise optimal split term partial dependence function reduction impurity']",80265
74,181,74_music_musical_chord_music generation,"['music', 'musical', 'chord', 'music generation', 'piano', 'melody', 'midi', 'transcription', 'polyphonic', 'generate music']","['originate renaissance burgeon digital era tablatures commonly use music notation system provide explicit representation instrument fingering rather pitch guitarpro establish widely use tablature format software enable musician edit share song musical practice learn composition work present dadagp new symbolic music dataset comprising song score guitarpro format cover musical genre along accompany tokenized format well suit generative sequence model transformer tokenized format inspired event base midi encoding often use symbolic music generation model dataset release encoder decoder convert guitarpro file token back present result use case dadagp use train transformer base model generate new song guitarpro format discus relevant use case dataset guitar bass transcription music style transfer artist genre classification well ethical implication dadagp open possibility train guitarpro score generator fine tune model custom data create new style music ai power songwriting apps human ai improvisation', 'currently almost multi track music generation model use convolutional neural network cnn build generative model recurrent neural network rnn base model apply task view problem paper propose rnn base hierarchical multi modal fusion generation variational autoencoder vae network midi sandwich multi track symbolic music generation inspire vq vae midi sandwich expand dimension original hierarchical model use multiple independent binary variational autoencoder bvae model without share weight process information track multi modal fusion technology upper layer name multi modal fusion generation vae mfg vae combine latent space vector generate respective track use decoder perform ascend dimension reconstruction simulate inverse operation multi modal fusion multi modal generation realize rnn base multi track symbolic music generation multi track format pianoroll also improve output binarization method musegan solve problem refinement step original scheme difficult differentiate gradient hard descent making generate song expressive model validate lakh pianoroll dataset lpd multi track dataset compare musegan midi sandwich generate harmonious multi track music generation quality also close state art level time use vae restore song semi generate song reproduce midi sandwich beautiful pure autogeneration music generate musegan code audition audio sample open source http github com lianghsia midi', 'exist neural network model music generation explore generate music bar directly splice music bar song however method explore relationship bar connect song whole musical form structure sense musical direction address issue propose multi model multi task hierarchical conditional vae gan variational autoencoder generative adversarial network network name midi sandwich combine musical knowledge musical form tonic melodic motion midi sandwich two submodels hierarchical conditional variational autoencoder hcvae hierarchical conditional generative adversarial network hcgan hcvae use hierarchical structure underlie layer hcvae use local conditional variational autoencoder l cvae generate music bar pre specify first last note fln upper layer hcvae use global variational autoencoder g vae analyze latent vector sequence generate l cvae encoder explore musical relationship bar produce song piece together multiple music bar generate l cvae decoder make song musical structure sense direction time hcvae share part hcgan improve performance generate music midi sandwich validate nottingham dataset able generate single track melody sequence x beat superior length generate model beat meanwhile refer experimental method many classical kind literature quality evaluation generate music perform experiment prove validity model']",80265
75,181,75_matrix completion_rank matrix_completion_nuclear norm,"['matrix completion', 'rank matrix', 'completion', 'nuclear norm', 'entry', 'nuclear', 'matrix recovery', 'rank', 'matrix', 'rip']","['paper study matrix completion problem suppose x mathbb r n r time n c unknown except know upper bound r rank measure small number n r n c element x possible recover x exactly noise free measurement construct good approximation x noisy measurement exist solution problem involve sample element uniformly random guarantee exact recovery unknown matrix high probability paper present textit deterministic sampling method matrix completion achieve choose sample set edge set asymmetric ramanujan bigraph constrain nuclear norm minimization recovery method specifically derive sufficient condition unknown matrix complete exactly noise free measurement approximately complete noisy measurement call stable completion condition derive sufficient restrictive random sample study close necessary conduct numerical simulation randomly generate low rank matrix use lps family ramanujan graphs simulation demonstrate two fact order achieve exact completion appear sufficient choose degree ramanujan graph geq r ii phase transition whereby likelihood success suddenly drop rank increase one two beyond critical value phase transition phenomenon well know well study vector recovery use ell norm minimization however less studied matrix completion nuclear norm minimization much understood', 'matrix completion often apply data entry miss random mnar example consider recommendation system user tend reveal rating item like case matrix completion method relies entry reveal uniformly sample row column index yield overly optimistic prediction unseen user rating recently various paper show reduce bias mnar matrix completion know probability different matrix entry miss probability typically model use logistic regression naive bayes make strong assumption lack guarantee accuracy estimate probability paper suggest simple approach estimate probability avoids shortcoming approach follow observation missingness pattern real data often exhibit low nuclear norm structure estimate missingness probability feed always fully observed binary matrix specify entry reveal miss exist nuclear norm constrain matrix completion algorithm davenport et al thus tackle mnar matrix completion solve different matrix completion problem first recovers missingness probability establish finite sample error bound accurate probability estimate well estimate debias standard matrix completion loss original matrix complete experiment show propose debiasing strategy improve variety exist matrix completion algorithm achieve downstream matrix completion accuracy least good logistic regression naive bayes debiasing baseline require additional auxiliary information', 'extend theory low rank matrix recovery completion case poisson observation linear combination subset entry matrix available arises various application count data consider usual matrix recovery formulation maximum likelihood proper constraint matrix size establish theoretical upper low bound recovery error bound matrix completion nearly optimal factor order mathcal log bound obtain comb technique compress sense sparse vector poisson noise analyze low rank matrix well adapt argument use one bit matrix completion cite davenport although two problem different nature adaptation require new technique exploit property poisson likelihood function tackle difficulty pose locally sub gaussian characteristic poisson distribution result highlight important distinction poisson case compare prior work include impose minimum signal noise requirement observe entry gap upper low bound also develop set efficient iterative algorithm demonstrate good performance synthetic example real data']",80265
76,179,76_local minimum_minimum_critical point_landscape,"['local minimum', 'minimum', 'critical point', 'landscape', 'global minimum', 'deep linear', 'linear network', 'loss surface', 'loss landscape', 'bad local']","['consider teacher student set learn shallow neural network quadratic activation plant weight matrix w mathbb r time width hidden layer le data dimension study optimization landscape associate empirical population square risk problem assumption plant weight full rank obtain follow result first establish landscape empirical risk admits energy barrier separate rank deficient w w w rank deficient risk bound away zero amount quantify couple result show assume number n sample grow least like polynomial function full rank approximate stationary point empirical risk nearly global optimum two result allow u prove gradient descent initialize energy barrier approximately minimizes empirical risk recovers plant weight polynomial time next show initialize barrier fact easily achieve weight randomly generate relatively weak assumption show provide network sufficiently overparametrized initialize appropriate multiple identity suffices obtain risk energy barrier technical level last result consequence semicircle law wishart ensemble could independent interest finally study minimizers empirical risk identify simple necessary sufficient geometric condition training data minimizer necessarily zero generalization error show soon n ge n randomly generate data enjoy geometric condition almost surely cease true n n', 'provide first global optimization landscape analysis neural collapse intrigue empirical phenomenon arises last layer classifier feature neural network terminal phase training recently report papyan et al phenomenon implies class mean last layer classifier collapse vertex simplex equiangular tight frame etf scale ii cross example within class variability last layer activation collapse zero study problem base simplify unconstrained feature model isolate topmost layer classifier neural network context show classical cross entropy loss weight decay benign global landscape sense global minimizers simplex etfs critical point strict saddle whose hessian exhibit negative curvature direction contrast exist landscape analysis deep neural network often disconnect practice analysis simplify model explain kind feature learn last layer also show efficiently optimize simplify setting match empirical observation practical deep network architecture finding could profound implication optimization generalization robustness broad interest example experiment demonstrate one may set feature dimension equal number class fix last layer classifier simplex etf network training reduces memory cost resnet without sacrifice generalization performance', 'main puzzle deep network revolve around absence overfitting despite large overparametrization despite large capacity demonstrate zero training error randomly label data note show dynamic associated gradient descent minimization nonlinear network topologically equivalent near asymptotically stable minima empirical error linear gradient system quadratic potential degenerate square loss almost degenerate logistic crossentropy loss hessian proposition depend qualitative theory dynamical system support numerical result main proposition extend deep nonlinear network two property gradient descent linear network recently establish key generalization property gradient descent enforces form implicit regularization control number iteration asymptotically converge minimum norm solution appropriate initial condition gradient descent implies usually optimum early stopping avoids overfitting loss property valid square loss many loss function relevant especially regression classification asymptotic convergence minimum norm solution implies convergence maximum margin solution guarantee good classification error low noise datasets property hold loss function logistic cross entropy loss independently initial condition robustness overparametrization suggestive implication robustness architecture deep convolutional network respect curse dimensionality']",80265
77,177,77_eeg_bci_eeg signal_brain computer,"['eeg', 'bci', 'eeg signal', 'brain computer', 'computer interface', 'bcis', 'eeg base', 'motor imagery', 'interface bci', 'electroencephalogram eeg']","['brain computer interface bci enable direct communication computer use neural activity control signal neural signal generally choose variety well studied electroencephalogram eeg signal give bci paradigm feature extractor classifier tailor distinct characteristic expect eeg control signal limiting application specific signal convolutional neural network cnns use computer vision speech recognition successfully apply eeg base bcis however mainly apply single bci paradigm thus remain unclear architecture generalize paradigms ask design single cnn architecture accurately classify eeg signal different bci paradigm simultaneously compact possible work introduce eegnet compact convolutional network eeg base bcis introduce use depthwise separable convolution construct eeg specific model encapsulate well know eeg feature extraction concept bci compare eegnet current state art approach across four bci paradigm p visual evoked potential error related negativity response ern movement related cortical potential mrcp sensory motor rhythm smr show eegnet generalize across paradigm well reference algorithms limited training data available demonstrate three different approach visualize content trained eegnet model enable interpretation learn feature result suggest eegnet robust enough learn wide variety interpretable feature range bci task suggest observed performance due artifact noise source data', 'brain computer interface bci enable user communicate computer directly use brain signal common non invasive bci modality electroencephalogram eeg sensitive noise artifact suffers subject within subject non stationarity therefore difficult build generic pattern recognition model eeg base bci system optimal different subject different session different device task usually calibration session need collect training data new subject time consume user unfriendly transfer learn tl utilizes data knowledge similar relevant subject session device task facilitate learn new subject session device task frequently use reduce amount calibration effort paper review journal publication tl approach eeg base bcis last year e since six paradigm application motor imagery event relate potential steady state visual evoke potential affective bcis regression problem adversarial attack consider paradigm application group tl approach cross subject session cross device cross task setting review separately observation conclusion make end paper may point future research direction', 'motor imagery mi base brain computer interface bci system increasingly employ provide alternative mean communication control people suffer neuro motor impairment special effort bring system control lab environment hence accurately classify mi brain signal e g electroencephalography eeg essential obtain reliable bci system however mi classification still challenge task signal characterize poor snr high intra subject cross subject variability deep learning approach start emerge valid alternative standard machine learn technique e g filter bank common spatial pattern fbcsp extract subject independent feature increase cross subject classification performance mi bci system paper first present review recent study use deep learning mi classification particular attention cross subject performance second propose dynamicnet python base tool quick flexible implementation deep learn model base convolutional neural network show case potentiality dynamicnet implement eegnet well establish architecture effective eeg classification finally compare performance fbcsp class mi classification public datasets explore cross subject classification ability apply three different cross validation scheme result demonstrate dynamicnet implement eegnet outperforms fbcsp statistically significant difference cross subject validation scheme apply']",80265
78,176,78_bayesian neural_bnns_bayesian deep_bnn,"['bayesian neural', 'bnns', 'bayesian deep', 'bnn', 'bayesian', 'network bnns', 'cold posterior', 'posterior', 'bayesian inference', 'bdl']","['develop variational laplace bayesian neural network bnns exploit local approximation curvature likelihood estimate elbo without need stochastic sample neural network weight variational laplace objective simple evaluate essence log likelihood plus weight decay plus squared gradient regularizer variational laplace give good test performance expect calibration error maximum posteriori inference standard sample base variational inference despite use variational approximate posterior finally emphasise care need benchmarking standard vi risk stop variance parameter converge show early stopping avoid increase learn rate variance parameter', 'introduce tyxe bayesian neural network library build top pytorch pyro lead design principle cleanly separate architecture prior inference likelihood specification allow flexible workflow user quickly iterate combination component contrast exist package tyxe implement layer class instead rely architecture define generic pytorch code tyxe provide modular choice canonical prior variational guide inference technique layer selection bayesian treatment specify architecture sample trick variance reduction local reparameterization flipout implemented effect handler apply independently specification showcase ease use tyxe explore bayesian version popular model various library toy regression pure pytorch neural network large scale image classification torchvision resnets graph neural network base dgl neural radiance field build top pytorch finally provide convenient abstraction variational continual learning case change deterministic bayesian neural network come minimal modification exist code offering broad range researcher practitioner alike practical access uncertainty estimation technique library available http github com tyxe bdl tyxe', 'posterior bayesian neural network bnn parameter extremely high dimensional non convex computational reason researcher approximate posterior use inexpensive mini batch method mean field variational inference stochastic gradient markov chain monte carlo sgmcmc investigate foundational question bayesian deep learning instead use full batch hamiltonian monte carlo hmc modern architectures show bnns achieve significant performance gain standard train deep ensemble single long hmc chain provide comparable representation posterior multiple shorter chain contrast recent study find posterior tempering need near optimal performance little evidence cold posterior effect show largely artifact data augmentation bma performance robust choice prior scale relatively similar diagonal gaussian mixture gaussian logistic prior bayesian neural network show surprisingly poor generalization domain shift cheap alternative deep ensemble sgmcmc method provide good generalization provide distinct predictive distribution hmc notably deep ensemble predictive distribution similarly close hmc standard sgld closer standard variational inference']",80265
79,174,79_quantization_quantize_bit_weight activation,"['quantization', 'quantize', 'bit', 'weight activation', 'network quantization', 'bitwidth', 'quantized', 'precision', 'mixed precision', 'bit width']","['deep neural network make way different domain compute efficiency become first order constraint deep quantization reduces bitwidth operation bit offer unique opportunity reduce storage compute requirement network super linearly however employ diligence lead significant accuracy loss due strong inter dependence layer exhibit different characteristic across network choose optimal bitwidth per layer granularity straight forward deep quantization open large hyper parameter space exploration major challenge propose novel sinusoidal regularization call sinareq deep quantized training leverage sinusoidal property seek learn multiple quantization parameterization conjunction gradient base training process specifically learn per layer quantization bitwidth along ii scale factor learn period sinusoidal function time exploit periodicity differentiability local convexity profile sinusoidal function automatically propel iii network weight towards value quantize level jointly determine show sinareq balance compute efficiency accuracy provide heterogeneous bitwidth assignment quantization large variety deep network alexnet cifar mobilenet resnet resnet svhn vgg virtually preserve accuracy furthermore carry experimentation use fix homogenous bitwidths bit assignment show versatility sinareq enhance quantize training algorithm dorefa wrpn accuracy improvement average outperform multiple state art technique', 'present overview technique quantize convolutional neural network inference integer weight activation per channel quantization weight per layer quantization activation bits precision post training produce classification accuracy within float point network wide variety cnn architectures model size reduce factor quantize weight bit even bite arithmetic support achieved simple post training quantization weight benchmark latency quantize network cpus dsps observe speedup x x quantize implementation compare float point cpu speedup x observe specialized processor fix point simd capability like qualcomm qdsps hvx quantization aware train provide improvement reduce gap float point bit precision quantization aware training also allow reduce precision weight four bit accuracy loss range high accuracy drop small network introduce tool tensorflow tensorflowlite quantize convolutional network review best practice quantization aware train obtain high accuracy quantize weight activation recommend per channel quantization weight per layer quantization activation prefer quantization scheme hardware acceleration kernel optimization also propose future processor hardware accelerator optimize inference support precision bit', 'network quantization aim reduce bit lengths network weight activation emerge deployment resource limit device although recent study successfully discretized full precision network still incur large quantization error train thus give rise significant performance gap full precision network quantize counterpart work propose novel quantization method neural network cluster promote quantization cpq find optimal quantization grid naturally encourage underlie full precision weight gather around quantization grid cohesively train property cpq thanks two main ingredient enable differentiable quantization use categorical distribution design specific probabilistic parametrization forward pas ii propose multi class straight estimator ste backward pas since second component multi class ste intrinsically bias additionally propose new bit drop technique dropbits revise standard dropout regularization randomly drop bit instead neuron natural extension dropbits introduce way learn heterogeneous quantization level find proper bit length layer impose additional regularization dropbits experimentally validate method various benchmark datasets network architecture also support new hypothesis quantization learn heterogeneous quantization level outperform case use fix quantization level scratch']",80265
80,172,80_contrastive_self supervise_contrastive learn_byol,"['contrastive', 'self supervise', 'contrastive learn', 'byol', 'contrastive loss', 'pretext', 'negative sample', 'simclr', 'contrastive self', 'ssl']","['contrastive approach self supervise learn ssl learn representation minimize distance two augmented view data point positive pair maximize view different data point negative pair recent emph non contrastive ssl e g byol simsiam show remarkable performance without negative pair extra learnable predictor stop gradient operation fundamental question arise method collapse trivial representation answer question via simple theoretical study propose novel approach directpred emph directly set linear predictor base statistic input without gradient training imagenet performs comparably complex two layer non linear predictor employ batchnorm outperforms linear predictor epoch training epoch directpred motivated theoretical study nonlinear learn dynamic non contrastive ssl simple linear network study yield conceptual insight non contrastive ssl method learn avoid representational collapse multiple factor like predictor network stop gradient exponential move average weight decay come play simple theory recapitulates result real world ablation study stl imagenet code release http github com facebookresearch luckmatters tree master ssl', 'unsupervised feature learn make great stride contrastive learn base instance discrimination invariant mapping benchmarked curated class balance datasets however natural data could highly correlate long tail distribute natural instance similarity conflict presume instance distinction cause unstable training poor performance idea discover integrate instance similarity contrastive learn directly instance group cross level discrimination cld instance local instance group invariant map instance impose attraction within augmented view instance similarity could emerge common repulsion instance group batch wise cross view comparison also greatly improve positive negative sample ratio contrastive learning achieve well invariant mapping effect group discrimination objective impose feature separately derive share representation addition propose normalized projection head unsupervised hyper parameter tune first time extensive experimentation demonstrate cld lean powerful add exist method npid moco infomin byol highly correlate long tail balance datasets achieve new state art self supervision semi supervision transfer learn benchmark also beat moco v simclr every report performance attain much large compute cld effectively bring unsupervised learn closer natural data real world application code publicly available http github com frank xwang cld unsupervisedlearning', 'contrastive learn cl one successful paradigm self supervise learn ssl principled way considers two augmented view image positive pull close image negative push apart however behind impressive success cl base technique formulation often rely heavy computation setting include large sample batch extensive training epochs etc thus motivate tackle issue aim establish simple efficient yet competitive baseline contrastive learn specifically identify theoretical empirical study noticeable negative positive couple npc effect widely use cross entropy infonce loss lead unsuitable learning efficiency respect batch size indeed phenomenon tends neglect optimize infonce loss small size batch effective solve easy ssl task properly address npc effect reach decouple contrastive learning dcl objective function significantly improve ssl efficiency dcl achieve competitive performance require neither large batch simclr momentum encode moco large epochs demonstrate usefulness dcl various benchmark manifest robustness much less sensitive suboptimal hyperparameters notably approach achieves imagenet top accuracy use batch size within epochs pre training outperform baseline simclr optimize hyperparameters dcl improve accuracy believe dcl provide valuable baseline future contrastive learning base ssl study']",80265
81,172,81_ecg_arrhythmia_ecg signal_electrocardiogram,"['ecg', 'arrhythmia', 'ecg signal', 'electrocardiogram', 'electrocardiogram ecg', 'lead ecg', 'cardiac', 'atrial', 'fibrillation', 'atrial fibrillation']","['objective novel structure base channel wise attention mechanism present paper embed propose structure efficient classification model accepts multi lead electrocardiogram ecg input construct method one dimensional convolutional neural network cnn proven effective pervasive classification task enable automatic extraction feature classify target implement residual connection design structure learn weight information contain different channel input feature map training process indicator name mean square deviation introduce monitor performance particular model segment classification task two five ecg class data mit bih arrhythmia database use series control experiment conduct result utilize lead ecg signal input neural network classifier achieve good classification result use single channel input different application scenario model embed channel wise attention structure always achieve good score sensitivity precision plain resnet model propose model exceed performance state art model ventricular ectopic beat veb classification achieves competitive score supraventricular ectopic beat sveb conclusion adopt lead ecg signal input increase dimension input feature map help improve performance generalization network model significance due end end characteristic extensible intrinsic multi lead heart diseases diagnose propose model use real time ecg track ecg waveform holter wearable device', 'intricating cardiac complexity primary factor associate healthcare cost high cause death rate world however preventive measure like early detection cardiac anomaly prevent severe cardiovascular arrest vary complexity impose substantial impact healthcare cost encounter scenario usually electrocardiogram ecg ekg first diagnostic choice medical practitioner clinical staff measure electrical muscular fitness individual heart paper present system capable reading record ecg predict cardiac anomaly without intervention human expert paper purpose algorithm read perform analysis electrocardiogram datasets propose architecture use discrete wavelet transform dwt first place perform preprocessing ecg data follow undecimated wavelet transform uwt extract nine relevant feature high interest cardiologist probabilistic mode name bayesian network classifier train use extracted nine parameter ucl arrhythmia dataset propose system classify record heartbeat four class use bayesian network classifier tukey box analysis four class prediction heartbeat normal beat b premature ventricular contraction pvc c premature atrial contraction pac myocardial infarction result experimental setup depict propose system achieve average accuracy pac mi pvc average error rate pac mi pvc real electrocardiogram datasets include physionet european st database edb', 'electrocardiogram recognition cardiac arrhythmias critical cardiac abnormality diagnosis strong prediction characteristic artificial neural network prefer method medical diagnosis system study present method detect atrial fibrillation lead ecg use artificial intelligence aim study compare accuracy diagnosis estimate cardiologist artificial intelligence lead ecg use lead ecg reference evaluate performance propose model dataset collect china physiological signal challenge study diagnosis examine three group normal sinus rhythm atrial fibrillation rhythm beat type except nsr afib label super class contains first degree atrioventricular block conduction disturbance leave bundle branch block right bundle branch block premature atrial contraction premature ventricular contraction st segment depression st segment elevate type ecg curalive model use densenet cnn architecture continuous wavelet transform feature extraction method show great performance classify ecgs lead compare cardiologist ai model reach weighted average precision recall f score total accuracy respectively average three cardiologist reach weighted average precision recall f score total accuracy respectively study show propose cnn model curalive use accurately diagnose afib nsr rhythm use lead ecg accelerate early detection afib cardiologist assistant also able identify patient different risk group part remote patient monitoring system']",80265
82,171,82_submodular_submodular function_submodular maximization_submodularity,"['submodular', 'submodular function', 'submodular maximization', 'submodularity', 'monotone', 'approximation guarantee', 'approximation ratio', 'cardinality constraint', 'monotone submodular', 'maximization']","['continuous dr submodular function class generally non convex non concave function satisfy diminish return dr property implies concave along non negative direction exist work study monotone continuous dr submodular maximization subject convex constraint provide efficient algorithms approximation guarantee many application compute stability number graph monotone dr submodular objective function additional property strongly concave along non negative direction e strongly dr submodular paper consider subclass l smooth monotone dr submodular function strongly dr submodular bound curvature show exploit additional structure obtain fast algorithm strong guarantee maximization problem propose new algorithm match provably optimal frac c e approximation ratio lceil frac l mu rceil iteration c mu geq curvature strong dr submodularity parameter furthermore study project gradient ascent pga method problem provide refine analysis algorithm improve frac c approximation ratio compare frac prior work linear convergence rate experimental result illustrate validate efficiency effectiveness propose algorithm', 'paper study non monotone adaptive submodular maximization problem subject cardinality constraint first revisit adaptive random greedy algorithm propose citep gotovos non show algorithm achieve e approximation ratio objective function adaptive submodular pointwise submodular clear whether guarantee hold adaptive submodularity without resort pointwise submodularity first contribution show adaptive random greedy algorithm achieve e approximation ratio adaptive submodularity one limitation adaptive random greedy algorithm require n time k value oracle query n size ground set k cardinality constraint second contribution develop first linear time algorithm non monotone adaptive submodular maximization problem algorithm achieve e epsilon approximation ratio bound improve e epsilon monotone case use n epsilon log epsilon value oracle query notably n epsilon log epsilon independent cardinality constraint monotone case propose faster algorithm achieves e epsilon approximation ratio expectation n log frac epsilon value oracle query also generalize study consider partition matroid constraint develop linear time algorithm monotone fully adaptive submodular function', 'continuous submodular function category generally non convex non concave function wide spectrum application celebrate property class function continuous submodularity enable exact minimization approximate maximization poly time continuous submodularity obtain generalize notion submodularity discrete domains continuous domain intuitively capture repulsive effect amongst different dimension define multivariate function paper systematically study continuous submodularity class non convex optimization problem continuous submodular function maximization start thorough characterization class continuous submodular function show continuous submodularity equivalent weak version diminish return dr property thus also derive subclass continuous submodular function term continuous dr submodular function enjoy full dr property present operation preserve continuous dr submodularity thus yield general rule compose new submodular function establish intrigue property problem constrain dr submodular maximization local global relation identify several application continuous submodular optimization range influence maximization map inference dpps provable mean field inference application continuous submodularity formalize valuable domain knowledge relevant optimize class objective present inapproximability result provable algorithms two problem setting constrain monotone dr submodular maximization constrain non monotone dr submodular maximization finally extensively evaluate effectiveness propose algorithm']",80265
83,169,83_equivariant_equivariance_symmetry_group equivariant,"['equivariant', 'equivariance', 'symmetry', 'group equivariant', 'rotation', 'spherical', 'steerable', 'invariant equivariant', 'equivariant convolutional', 'equivariant network']","['present pde base framework generalizes group equivariant convolutional neural network g cnns framework network layer see set pde solver geometrically meaningful pde coefficient become layer trainable weight formulate pdes homogeneous space allow network design built symmetry rotation addition standard translation equivariance cnns desire symmetry include design obviates need include mean costly technique data augmentation discus pde base g cnns pde g cnns general homogeneous space setting also go specific primary case interest roto translation equivariance solve pde interest combination linear group convolution non linear morphological group convolution analytic kernel approximation underpin formal theorem kernel approximation allow fast gpu implementation pde solver release implementation article like linear convolution morphological convolution specify kernel train pde g cnns pde g cnns use non linearity max min pool relus already subsume morphological convolution present set experiment demonstrate strength propose pde g cnns increase performance deep learning base imaging application far few parameter traditional cnns', 'survey mathematical foundation geometric deep learning focus group equivariant gauge equivariant neural network develop gauge equivariant convolutional neural network arbitrary manifold mathcal use principal bundle structure group k equivariant map section associate vector bundle also discuss group equivariant neural network homogeneous space mathcal g k instead equivariant respect global symmetry g mathcal group equivariant layer interpret intertwiners induced representation g show relation gauge equivariant convolutional layer analyze several application formalism include semantic segmentation object detection network also discuss case spherical network great detail correspond case mathcal mathrm mathrm emphasize use fourier analysis involve wigner matrix spherical harmonic clebsch gordan coefficient g mathrm illustrate power representation theory deep learning', 'group equivariant steerable convolutional neural network regular steerable g cnns recently emerge effective model class learn signal data image video data symmetry present geometrical term regular g cnns represent data term scalar field feature channel whereas steerable g cnn also use vector tensor field capsule represent data algebraic term feature space regular g cnns transform accord regular representation group g whereas feature space steerable g cnns transform accord general induced representation g order make network equivariant layer g cnn require intertwine induced representation associate input output space paper present general mathematical framework g cnns homogeneous space like euclidean space sphere show use elementary method layer equivariant network convolutional input output feature space transform accord induce representation result follow g w mackey abstract theory induce representation establishes g cnns universal class equivariant network architectures generalizes important recent work kondor trivedi intertwiners regular representation']",80265
