Topic,Count,Name,Representation,Representative_Docs,Total
9,87,9_landscape_schedule_local search_local optimum,"['landscape', 'schedule', 'local search', 'local optimum', 'bin', 'local', 'tabu', 'fitness', 'search', 'objective']","['paper describe proposition application local search metaheuristic multi objective optimization problem base two main principle heuristic search intensification variable neighborhood diversification perturbation successive iteration favorable region search space concept successfully test permutation flow shop schedule problem multiple objective obtain result encourage term quality another positive attribute approach simplicity require set parameter implementation pareto iterated local search metaheuristic base moopps computer system local search heuristic multi objective scheduling award european academic software award ronneby sweden http www easa award net http www bth se llab easa nsf', 'tabu search one effective heuristic locate high quality solution diverse array np hard combinatorial optimization problem despite widespread success tabu search researcher poor understand many key theoretical aspect algorithm include model high level run time dynamic identification search space feature influence problem difficulty consider question context job shop schedule problem jsp domain tabu search algorithms show remarkably effective previously demonstrate mean distance random local optimum near optimal solution highly correlate problem difficulty well know tabu search algorithm jsp introduce taillard paper discuss various shortcoming measure develop new model problem difficulty correct deficiency show taillards algorithm model high fidelity simple variant straightforward random walk random walk model account nearly variability cost require locate optimal sub optimal solution random jsps provide explanation difference difficulty random versus structure jsps finally discuss empirically substantiate two novel prediction regard tabu search algorithm behavior first method construct initial solution highly unlikely impact performance tabu search second tabu tenure select small possible simultaneously avoid search stagnation value large necessary lead significant degradation performance', 'recent year genetic algorithms emerge useful tool heuristic solution complex discrete optimisation problem particular considerable interest use tackle problem arise area schedule timetabling however classical genetic algorithm paradigm well equip handle constraint successful implementation usually require sort modification enable search exploit problem specific knowledge order overcome shortcoming paper concern development family genetic algorithm solution nurse rostering problem major uk hospital hospital make ward nurse ward group nurse whose shift schedule weekly basis addition fulfil minimum demand staff three daily shift nurse wish qualification take account schedule must also see fair unpopular shift spread evenly amongst nurse restriction team nurse special condition senior staff satisfied basis family genetic algorithms classical genetic algorithm consist n point crossover single bit mutation rank base selection solution space consist schedule nurse work require number shift remain constraint hard soft relaxed penalise fitness function talk start detail description problem initial implementation go highlight shortcoming approach term key element balance feasibility e cover demand work regulation quality measure nurse preference series experiment involve parameter adaptation niching intelligent weight delta cod local hill climb migration special selection rule outline show series enhancement able eradicate difficulty result base several month real data use measure impact modification show final algorithm able compete tabu search approach currently employ hospital talk conclude observation overall quality approach similar problem']",5563
10,84,10_planner_plan_planning_heuristic,"['planner', 'plan', 'planning', 'heuristic', 'competition', 'planning competition', 'ipc', 'international planning', 'domain', 'pddl']","['model check integrate planning system mips temporal least commitment heuristic search planner base flexible object orient workbench architecture design clearly separate explicit symbolic direct exploration algorithm set line line compute estimate associate data structure mips show distinguished performance last two international planning competition last event description language extend pure propositional planning include numerical state variable action duration plan quality objective function plan longer sequence action time stamp schedule participant fully automate track competition mips proven general system track every benchmark domain efficiently compute plan remarkable quality article introduces analyze important algorithmic novelty necessary tackle new layer expressiveness benchmark problem achieve high level performance extension include critical path analysis sequentially generate plan generate correspond optimal parallel plan linear time algorithm compute parallel plan bypass know np hardness result partial order schedule plan respect set action impose precedence relation efficiency algorithm also allow u improve exploration guidance encounter plan state correspond approximate sequential plan schedule one major strength mips static analysis phase ground simplifies parameterized predicate function operator infers knowledge minimize state description length detect domain object symmetry latter aspect analyze detail mips develop serve complete optimal state space planner admissible estimate exploration engine branch cut competition version however certain performance compromise make include float point arithmetic weight heuristic search exploration accord inadmissible estimate parameterized optimization', 'plan community see vast progress term size benchmark example domain independent planner tackle successfully key technique behind progress use heuristic function base relax plan task hand relaxation assume delete list empty unprecedented success method many commonly use benchmark example call understanding class domains method well suit investigation hand derive formal background understand perform case study cover range commonly use strip adl benchmark domain include example use first four international planning competition prove connection domain structure local search topology heuristic cost surface property idealize version heuristic function use modern planner idealize heuristic function call h differs practically use function return length optimal relaxed plan np hard compute identify several key characteristic topology h concern existence non existence unrecognized dead end well existence non existence constant upper bound difficulty escape local minimum bench distinction divide set planning domain taxonomy class vary h topology turn many investigated domain lie class relatively easy topology particularly domains lie class ffs search algorithm provide h polynomial solve mechanism also present result relate h approximation implement ff behavior regard dead end provably summarize result empirical investigation show many domain topological quality h largely inherited approximation overall investigation give rare example successful analysis connection typical case problem structure search performance theoretical investigation also give hint topological phenomenon might automatically recognizable domain analysis technique outline preliminary step make direction', 'fast downward classical planning system base heuristic search deal general deterministic planning problem encode propositional fragment pddl include advanced feature like adl condition effect derive predicate axiom like well know planner hsp ff fast downward progression planner search space world state plan task forward direction however unlike pddl plan system fast downward use propositional pddl representation planning task directly instead input first translate alternative representation call multi value plan task make many implicit constraint propositional planning task explicit exploit alternative representation fast downward us hierarchical decomposition plan task compute heuristic function call causal graph heuristic different traditional hsp like heuristic base ignore negative interaction operator article give full account fast downwards approach solve multi value plan task extend early discussion causal graph heuristic task involve axiom conditional effect present novel technique search control use within fast downwards best first search algorithm prefer operator transfer idea helpful action local search global best first search defer evaluation heuristic function mitigates negative effect large branch factor search performance multi heuristic best first search combine several heuristic evaluation function within single search algorithm orthogonal way also describe efficient data structure fast state expansion successor generator axiom evaluator present new non heuristic search algorithm call focus iterative broadening search utilizes information encode causal graph novel way fast downward proven remarkably successful classical e propositional non optimise track th international planning competition icaps follow footstep planner ff lpg experiment show also performs well benchmarks earlier plan competition provide insight usefulness new search enhancement']",5563
11,82,11_outlier_dimensional_classifier_dimensional space,"['outlier', 'dimensional', 'classifier', 'dimensional space', 'matrix', 'pca', 'tensor', 'boost', 'roc', 'classification']","['many performance metric introduce evaluation classification performance different origin niche application accuracy macro accuracy area roc curve roc convex hull absolute error brier score decomposition refinement calibration one way understanding relation among metric use variable operating condition either form misclassification cost class proportion thus metric may correspond expected loss range operate condition one dimension analysis precisely distribution take range operate condition lead important connection area proper score rule however show another dimension receive attention analysis performance metric new dimension give decision rule typically implement threshold choice method use score model paper explore many old new threshold choice method fix score uniform score driven rate drive optimal among others calculate loss method uniform range operate condition get loss absolute error brier score mean square error auc refinement loss respectively provide comprehensive view performance metric well systematic approach loss minimisation namely take model apply several threshold choice method consistent information available operating condition compare expect loss order assist procedure also derive several connection aforementioned performance metric highlight role calibration choose threshold choice method', 'non linear dimensionality reduction technique manifold learn algorithm become common way process analyze high dimensional pattern often attach target corresponds value unknown function application new point consist two step first embed new data point low dimensional space estimate function value test point neighbor embed space however find low dimension representation test point easy simple often powerful enough procedure pca much complicate method rely kind eigenanalysis spectral cluster sc diffusion map dm similarly target function evaluate average method like near neighbor may give unstable result function noisy thus smooth target function respect intrinsic low dimensional representation describe geometric structure examine data challenge task paper propose auto adaptive laplacian pyramid alp extension standard laplacian pyramid model incorporate modify loocv procedure avoids large cost standard one offer follow advantage selects automatically optimal function resolution stop time adapt data noise ii easy apply require parameterization iii overfit training set iv add extra cost compare classical interpolation method illustrate numerically alp behavior synthetic problem apply computation dm projection new pattern extension target function value radiation forecast problem high dimensional pattern', 'general problem minimize convex function compact convex domain investigate simple iterative approximation algorithm base method frank wolfe need projection step order stay inside optimization domain instead projection step linearize problem define current subgradient solve give step direction naturally stay domain framework generalizes sparse greedy algorithm frank wolfe primal dual analysis clarkson low rank sdp approach hazan arbitrary convex domain give convergence proof guarantee epsilon small duality gap epsilon iteration method allow u understand sparsity approximate solution l regularize convex optimization problem optimization simplex express function approximation quality obtain matching upper low bound theta epsilon sparsity l problem bound apply low rank semidefinite optimization bound trace show rank epsilon best possible well another application obtain sparse matrix epsilon non zero entry epsilon approximate solution optimize convex function class diagonally dominant symmetric matrix show propose first order method also apply nuclear norm max norm matrix optimization problem nuclear norm regularize optimization matrix completion low rank recovery demonstrate practical efficiency scalability algorithm large matrix problem e g netflix dataset general convex optimization bound matrix max norm algorithm first convergence guarantee best knowledge']",5563
12,80,12_bp_belief propagation_message pass_relaxation,"['bp', 'belief propagation', 'message pass', 'relaxation', 'lp', 'bethe', 'max product', 'pass', 'message', 'propagation']","['loopy belief propagation lbp perform reasonably well inference gaussian graphical model cycle performance unsatisfactory many others particular model lbp converge general converge compute variance incorrect except cycle free graph belief propagation bp non iterative exact paper propose em feedback message pass fmp message pass algorithm make use special set vertex call em feedback vertex set em fvs whose removal result cycle free graph fmp standard bp employ several time cycle free subgraph exclude fvs special message pass scheme use node fvs computational complexity exact inference k n k number feedback node n total number node size fvs large fmp intractable hence propose em approximate fmp pseudo fvs use instead fvs inference non cycle free graph obtain remove pseudo fvs carry approximately use lbp show approximate fmp converges yield exact mean variance pseudo fvs exact mean throughout remainder graph also provide theoretical result convergence accuracy approximate fmp particular prove error bound variance computation base theoretical result design efficient algorithm select pseudo fvs bound size choice pseudo fvs allow u explicitly trade efficiency accuracy experimental result show use pseudo fvs size large log n procedure converges much often quickly provide accurate result lbp entire graph', 'well know arbitrary graphical model statistical inference define tree e graph without loop solve exactly efficiently iterative belief propagation bp algorithm convergent unique minimum call bethe free energy functional general graphical model loopy graph functional may show multiple minimum iterative bp algorithm may converge one minimum may converge global minimum bethe free energy functional guarantee correspond optimal maximum likelihood ml solution zero temperature limit however exceptions general rule discuss cite kw cite bs two different context zero temperature version bp algorithm find ml solution special model graph loops two model share key feature ml solution find efficient linear program lp algorithm totally uni modular tum matrix constraint generalize two model consider class graphical model reducible zero temperature limit lp tum constraint assume gedanken algorithm g bp funding global minimum bethe free energy available show limit zero temperature g bp output ml solution consideration base equivalence establish gapless linear program lp relaxation graphical model limit respective lp version bethe free energy minimization', 'paper treat form probabilistic inference estimate marginal probability joint distribution find probable assignment unified message pass algorithm architecture generalize belief propagation bp algorithm sum product max product tree rewaighted trw sum max product algorithms trbp introduce new set convergent algorithm base convex free energy linear program lp relaxation zero temprature convex free energy main idea work arise take general perspective exist bp trbp algorithm observe reduction basic optimization formula f sum h function f extend value strictly convex non smooth function h extend value function necessarily convex use tool convex duality present primal dual ascent algorithm extension bregman successive projection scheme design handle optimization general type f sum h map fractional free energy variational principle framework introduces norm product message pass special case include sum product max product bp algorithms trbp algorithm fractional free energy set convex convex free energy norm product globally convergent estimate marginal probability approximate lp relaxation also introduce another branch norm product convex max product convex max product convergent unlike max product aim solve lp relaxation']",5563
13,77,13_lift_lift inference_probabilistic_inference,"['lift', 'lift inference', 'probabilistic', 'inference', 'prism', 'program', 'probabilistic logic', 'logic program', 'relational', 'plp']","['one important challenge probabilistic logic reason large knowledge base kbs imperfect information produce modern web scale information extraction system one scalability problem share many probabilistic logic answer query involve ground query e map propositional representation size ground grows database size address bottleneck present first order probabilistic language call proppr approximate local grounding construct time independent database size technically proppr extension stochastic logic program slps bias towards short derivation also closely relate earlier relational learning algorithm call path rank algorithm pra show problem construct proof logic related computation personalize pagerank ppr linearize version proof space use connection develop proveably correct approximate ground scheme base pagerank nibble algorithm building develop fast easily parallelize weight learn algorithm proppr experiment show learn proppr order magnitude faster learn markov logic network allow mutual recursion joint learn kb inference lead improvement performance proppr learn weight mutually recursive program hundred clauses define score interrelate predicate kb contain one million entity', 'describe venture interactive virtual machine probabilistic programming aim sufficiently expressive extensible efficient general purpose use like church probabilistic model inference problem venture specify via turing complete high order probabilistic language descend lisp unlike church venture also provide compositional language custom inference strategy build scalable exact approximate technique also describe four key aspect venture implementation build idea probabilistic graphical model first describe stochastic procedure interface spi specifies encapsulate primitive random variable spi support custom control flow high order probabilistic procedure partially exchangeable sequence likelihood free stochastic simulator also support external model inference latent variable hidden venture second describe probabilistic execution trace pet represent execution history venture program pet capture conditional dependency existential dependency exchangeable couple third describe partition execution history call scaffold factor global inference problem coherent sub problem finally describe family stochastic regeneration algorithms efficiently modify pet fragment contain within scaffold stochastic regeneration linear runtime scale case many previous approach scale quadratically show use stochastic regeneration spi implement general purpose inference strategy metropolis hastings gibbs sample block proposal base particle markov chain monte carlo mean field variational inference technique', 'probabilistic logic program plp exemplify sato kameya prism poole icl raedt et al problog vennekens et al lpad aim combine statistical logical knowledge representation inference key characteristic plp framework conservative extension non probabilistic logic program widely use knowledge representation plp framework extend traditional logic program semantics distribution semantics semantics probabilistic logic program give term distribution possible model program however inference technique use work rely enumerate set explanation query answer consequently languages permit limited use random variable continuous distribution paper present symbolic inference procedure use constraint represent set explanation without enumeration permit u reason plps gaussian gamma distribute random variable addition discrete value random variable linear equality constraint real develop inference procedure context prism however procedure core idea easily apply plp language well interest aspect inference procedure prism query evaluation process become special case absence continuous random variable program symbolic inference procedure enable u reason complex probabilistic model kalman filter large subclass hybrid bayesian network hitherto possible plp framework appear theory practice logic program']",5563
14,76,14_fuzzy_neutrosophic_soft_grey,"['fuzzy', 'neutrosophic', 'soft', 'grey', 'linguistic', 'topsis', 'membership', 'fuzzy soft', 'decision make', 'membership function']","['fuzzy system include fuzzy decision support fuzzy control system provide puts form fuzzy set represent inferred conclusion linguistic interpretation output often involve use linguistic approximation assigns linguistic label fuzzy set base predefined primary term linguistic modifier linguistic connective generally linguistic approximation formalize term translation rule correspond translation rule ex plicitation e g simple modifier composite quantification qualification rule com put word zadeh however exist method linguistic approximation use simple modifier composite translation rule although method provide sufficient approximation simple fuzzy set approximation complex one typical many practical application fuzzy system may less satisfactory therefore question arise use linguistic ap proximation also translation rule corre sponding translation rule explicitation advantage particular linguistic quantifica tion may desirable situation conclusion interpret quantified linguistic proposition informative natu ral paper present aspects linguis tic approximation context translation rule propose approach linguistic approximation use quantifi cation rule e quantify linguistic approxima tion two method quantify linguistic approximation consider use lin guistic quantifier base concept non fuzzy fuzzy cardinality fuzzy set number example provide illustrate propose approach', 'process multiple criterion decision make mcdm determine best choice among probable alternative problem supplier selection decision maker usually vague imprecise knowledge typical example multi criterion group decision make problem conventional crisp technique much effective solve mcdm problem imprecise fuzziness nature linguistic assessment find exact value mcdm problem difficult impossible case real world reasonable consider value alternative accord criterion single value neutrosophic set svns paper deal technique order preference similarity ideal solution topsis approach extend topsis method mcdm problem single value neutrosophic information value alternative weight criterion characterize single value neutrosophic number importance criterion alternative identify aggregate individual opinion decision maker dms via single value neutrosophic weight average ifwa operator propose method easy use precise practical solve mcdm problem single value neutrosophic data finally show applicability develop method numerical experiment supplier choice give application single value neutrosophic topsis method end paper', 'terrorism lead many problem thai society property damage also civilian casualty predict terrorism activity advance help prepare manage risk sabotage activity paper propose framework focus event classification terrorism domain use fuzzy inference system fiss fis decision make model combine fuzzy logic approximate reasoning generate five main part input interface fuzzification interface knowledge base unit decision make unit output defuzzification interface adaptive neuro fuzzy inference system anfis fis model adapt combine fuzzy logic neural network anfis utilize automatic identification fuzzy logic rule adjustment membership function mf moreover neural network directly learn data set construct fuzzy logic rule mf implement various application fis setting evaluate base two comparison first evaluation comparison unstructured structured event use fis set second comparison model setting fis anfis classifying structured event data set consist news article related terrorism event three southern province thailand experimental result show classification performance fis result structured event achieve satisfactory accuracy well unstructured event addition classification structure event use anfis give high performance event use fis prediction terrorism event']",5563
15,73,15_game_player_play_chess,"['game', 'player', 'play', 'chess', 'opponent', 'minimax', 'game play', 'alpha beta', 'board', 'rts']","['quality general game play ggp match suffers slow state switch weak knowledge module instantiation propositional network offer great performance gain prolog base reason scale well publication mgdl variant gdl strip function constant define basis simple reason machine mgdl allow easily map rule c function test gdl rule sheet conform mgdl without modification rest require minor change revise gdl c translation scheme reevaluate brought gain range yap prolog manage compile even demand rule sheet second strengthening game knowledge spatial feature inspire similar successful technique computer go propose required euclidean metric small board extension gdl define set ground atomic sentence sga base genetic algorithm design tweaking game parameter conduct self play feature could mine meaningful game record approach test small cluster give performance gain win baseline uct player implementation propose idea constitute core ggp spatium small c python ggp framework create develop compact ggp player problem solver', 'knuth moore present theoretical low bound number leaf fix depth minimax tree search algorithm traverse uniform tree must explore call minimal tree since real life minimax tree uniform exact size tree know application game transposition imply exists minimal graph small minimal tree three game chess othello checker compute size minimal tree minimal graph empirical evidence show three game enhance alpha beta search capable building tree close size minimal graph hence appear game play program build nearly optimal search tree however conventional definition minimal graph wrong way size minimal graph reduce maximize number transposition search generate cutoff use branch lead small search tree conventional definition minimal graph leave approximation calculate size real minimal graph computationally intensive however upper bound approximation show significantly small leave minimal graph hence appear game play program search efficiently widely believe understanding leave real minimal search graph lead new idea enhance alpha beta search one enhance transposition cutoff show significantly reduce search tree size', 'e valuate game arithmetic expression player contrast role maximize minimize give expression maximizer propose value minimizer substitute variable choice expression fully instantiate value compare certain minimax value would result player play optimal strategy winner declare base comparison use game tree represent state game show minimax value compute efficiently use backward induction alpha beta prune efficacy alpha beta prune depends order node evaluate improvement obtain use transposition table prevent reevaluation node propose heuristic node order show use heuristic transposition table lead improve performance compare number node prune method describe domain specific variant game first graph theoretic formulation wherein two player share set element graph color related set player look maximize share set share could either set vertex edge face planar graph application share region enclose planar graph player aim maximize area share another variant tile game player alternately place domino times checkerboard construct maximal partial tile show size tile x satisfies le x le prove maximal partial tiling require least domino']",5563
16,66,16_program_atom_logic program_stable,"['program', 'atom', 'logic program', 'stable', 'semantics', 'logic', 'stable semantics', 'equivalence', 'theorem', 'normal logic']","['answer set program asp logic program stable model answer set semantics last decade paradigm see several extension generalize notion atom use program among aggregate atom hex atom generalize quantifier abstract constraint paper refer construct collectively generalize atom idea common construct satisfaction depend truth value set non generalize atom rather truth value single non generalize atom motivate several example argue intricate generalize atom previously suggest semantics provide unintuitive result provide alternative semantics call supportedly stable sflp answer set show equivalent major previously propose semantics program convex generalize atom general admits intend model semantics presence non convex generalize atom show complexity supportedly stable model second level polynomial hierarchy similar previous proposal stable model disjunctive logic program give complexity result provide compilation method compactly transform program generalize atoms disjunctive normal form program without generalize atom variant give new supportedly stable exist flp semantics similar compilation technique know far', 'logic program aggregate lpa one major linguistic extension logic program lp work propose generalization notion unfounded set well founded semantics program monotone antimonotone aggregate lpama program particular present new notion unfounded set lpama program sound generalization original definition standard aggregate free lp basis define well found operator lpama program fixpoint call well found model well found semantics lpama program important property unfounded set well found semantics standard lp retain generalization notably existence uniqueness well found model together strong relationship answer set semantics lpama program show one well founded semantics define pelov denecker bruynooghe broad class aggregate use approximate operator coincides well found model define work lpama program also discuss complexity issue importantly give formal proof tractable computation well found model lpa program moreover prove general lpa program may contain aggregate neither monotone antimonotone decide satisfaction aggregate expression respect partial interpretation conp complete consequence well found semantics general lpa program allow tractable computation unlikely exist justifies restriction lpama program finally present prototype system extend dlv support well found semantics lpama program time write implemented system experiment prototype show significant computational advantage aggregate construct equivalent aggregate free encoding', 'paper present two alternative approach define answer set logic program arbitrary type abstract constraint atom c atom approach generalize fixpoint base level map base answer set semantics normal logic program case logic program arbitrary type c atom result four different answer set definition equivalent apply normal logic program standard fixpoint base semantics logic program generalize two direction call answer set reduct answer set complement definition differ treatment negation failure naf atom make use immediate consequence operator perform answer set check whose definition rely notion conditional satisfaction c atom w r pair interpretation two definition call strongly weakly well support model generalization notion well support model normal logic program case program c atom case fixpoint base semantics difference two definition root treatment naf atom prove answer set reduct resp complement equivalent weakly resp strongly well supported model program thus generalize theorem correspondence stable model well support model normal logic program class program c atom show newly define semantics coincide previously introduce semantics logic program monotone c atom extend original answer set semantics normal logic program also study property answer set program c atom relate definition several semantics logic program aggregate present literature']",5563
17,63,17_temporal_rcc_calculus_action,"['temporal', 'rcc', 'calculus', 'action', 'temporal logic', 'spatial', 'logic', 'qualitative spatial', 'epistemic', 'situation calculus']","['event drive automation reactive functionality complex event processing urgent need today distribute service orient architectures web base event drive environment important problem address correctly efficiently capture process event base behavioral reactive logic embody reaction rule combine conditional decision logic embody e g derivation rule paper elaborate homogeneous integration approach combine derivation rule reaction rule rule type integrity constraint general framework logic program industrial strength version declarative programming describe syntax semantics language implement distribute web base middleware use enterprise service technology illustrate adequacy term expressiveness efficiency scalability example extract industrial use case develop reaction rule language provide expressive feature modular id base update support external import self update intensional extensional knowledge base transaction include integrity test roll back update transition path also support distribute complex event processing event message event query via efficient scalable enterprise middleware technology event action reason base event action algebra implement interval base event calculus variant logic inference formalism', 'region connection calculus rcc well know calculus represent part whole topological relation play important role qualitative spatial reason geographical information science ontology computational complexity reason rcc rcc two fragment rcc well qualitative spatial temporal calculus investigate depth literature work focus consistency qualitative constraint network paper consider important problem redundant qualitative constraint set gamma qualitative constraint say constraint x r gamma redundant entail rest gamma prime subnetwork gamma subset gamma contains redundant constraint solution set gamma natural ask compute prime subnetwork unique paper show problem general intractable becomes tractable gamma tractable subalgebra mathcal qualitative calculus furthermore mathcal subalgebra rcc rcc weak composition distribute nonempty intersection gamma unique prime subnetwork obtain cubic time remove redundant constraint simultaneously gamma byproduct show path consistent network distributive subalgebra weakly globally consistent minimal thorough empirical analysis prime subnetwork upon real geographical data set demonstrate approach able identify significantly redundant constraint previously propose algorithm especially constraint network large proportion partial overlap relation', 'present dcl pc logic reason ability agent coalition agent alter transfer control one agent another logical foundation dcl pc cl pc logic reason cooperation ability agent coalition agent stem distribution atomic boolean variable individual agent choice available coalition correspond assignment variables coalition control basic modal construct dcl pc form coalition c cooperate bring phi dcl pc extend cl pc dynamic logic modality atomic program form agent give control variable p agent j usual dynamic logic atomic program may combine use sequence iteration choice test operator form complex program combine dynamic transfer program cooperation modality become possible reason power agent coalition affect transfer control give two alternative semantics logic direct semantics capture distribution boolean variable agent conventional kripke semantics prove semantics equivalent present axiomatization logic investigate computational complexity model check satisfiability dcl pc show problem pspace complete hence worse underlying logic cl pc finally investigate characterisation control dcl pc distinguish first order control ability agent coalition control state affair assignment value variable control agent coalition second order control ability agent exert control control agent transfer variable agent give logical characterisation second order control']",5563
18,53,18_influence diagram_diagram_influence_decision,"['influence diagram', 'diagram', 'influence', 'decision', 'decision circuit', 'decision node', 'sensitivity', 'limid', 'solve influence', 'value evidence']","['previous work fertig breese fertig breese define mechanism perform probabilistic reason influence diagram use interval rather point value probability paper extend procedure incorporate decision node interval value value function diagram derive procedure chance node removal calculate expect value decision node removal optimization influence diagram low bound probability store chance node interval bound store value function associate diagram value node output algorithm set admissible alternative decision variable set bound expect value base imprecision input procedure view approximation full e dimensional sensitivity analysis n number imprecise probability distribution input show transformation optimal sound performance algorithm influence diagram investigate compare exact algorithm', 'influence diagram serve powerful tool model symmetric decision problem solve influence diagram determine set strategy decision involve strategy decision variable principle function past however past may irrelevant decision computational reason important deal redundant variable strategy show current method e g decision bayes ball algorithm shachter uai determine relevant past present complete algorithm actually paper take general outset formulate decision scenario influence diagram linear temporal ordering decision variable require constraint ensure decision scenario welldefined however structure decision scenario often yield certain decision conditionally independent therefore unnecessary impose linear temporal ordering decision paper deal partial influence diagram e influence diagram partial temporal order specified present set condition necessary sufficient ensure partial influence diagram welldefined condition use basis construction algorithm determine whether partial influence diagram welldefined', 'analysis practical probabilistic model computer demand convenient representation available knowledge efficient algorithm perform inference appeal representation influence diagram network make explicit random variable model probabilistic dependency recent advance develop solution procedure base influence diagram paper examine fundamental property underlie technique information probabilistic structure available influence diagram representation influence diagram convenient representation computer processing also clear non mathematical display probabilistic dependence precisely way intuitive decision maker expert understand communicate result influence diagram use build assess analyze model facilitate change formulation feedback sensitivity analysis goal paper determine arbitrary conditional probability distribution give probabilistic model give qualitative information dependence random variable model specific conditional expression specify precisely quantitative information need able determine desire conditional probability distribution also show find probability distribution perform operation locally subspace joint distribution way exploit conditional independence present model avoid construct manipulate full joint distribution result extend include maximal processing information available incomplete optimal decision make uncertain environment influence diagram computer aid model tool develop miller merkofer howard extend howard matheson good description use model owen howard matheson notion solve decision problem influence diagram examine olmsted algorithm develop shachter latter paper also show influence diagram use perform variety sensitivity analyse paper extend result develop theory property diagram use algorithm information need solve arbitrary probability inference problem section develop notation framework paper relationship influence diagram joint probability distribution general probabilistic inference problem pose section section transformation diagram develop put together solution procedure section section procedure use calculate information requirement solve inference problem maximal processing perform incomplete information section contain summary result']",5563
19,53,19_market_auction_price_prediction market,"['market', 'auction', 'price', 'prediction market', 'trader', 'reputation', 'seller', 'mechanism', 'market maker', 'portfolio']","['crowdsourcing website e g yahoo answer amazon mechanical turk etc emerge recent year allow requester around world post task seek help equally global pool worker however intrinsic incentive problem reside crowdsourcing application worker requester selfish aim strategically maximize benefit paper propose provide incentives worker exert effort use novel game theoretic model base repeat game always gap social welfare non cooperative equilibrium emerge worker pursue self interest desirable pareto efficient outcome propose novel class incentive protocol base social norm integrate reputation mechanism exist pricing scheme currently implement crowdsourcing website order improve performance non cooperative equilibrium emerge application first formulate exchange crowdsourcing website two side market requester worker match play gift give game repeatedly subsequently study protocol designer problem find optimal sustainable equilibrium protocol achieve high social welfare website prove propose incentive protocol make website operate close pareto efficiency moreover also examine alternative scenario protocol designer aim maximize revenue website evaluate performance optimal protocol', 'score rule elicit expert prediction random variable usually develop assume expert derive utility quality prediction e g score award rule payoff prediction market study realistic setting principal decision maker take decision base expert prediction b expert inherent interest decision example corporate decision market expert may derive different level utility action take manager consequence expert usually incentive misreport forecast influence choice decision maker typical scoring rule use develop general model set introduce concept compensation rule combine expert inherent utility decision compensation rule induces net score rule behaves like normal score rule assume full knowledge expert utility provide complete characterization strictly proper compensation rule analyze situation expert utility function fully know decision maker show bound expert incentive misreport b degree expert misreport c decision maker loss utility due uncertainty bound depend natural way degree uncertainty local degree convexity net score function natural property decision maker utility function also suggest optimization procedure design compensation rule finally briefly discus use compensation rule market score rule self interested expert prediction market', 'evaluate prediction market crowd prediction mechanism investigator repeatedly observe call wisdom crowd effect roughly say average participant perform much good average participant market price average least aggregate trader beliefs offer well estimate individual trader opinion paper ask strong question market price compare best trader belief average trader measure market bad case log regret notion common machine learn theory arrive meaningful answer need assume something trader behave suppose every trader optimize accord kelly criterion strategy provably maximize compound growth wealth infinite sequence market interaction show several consequence first market prediction wealth weight average individual participant beliefs second market learn optimal rate market price reacts exactly update accord bayes law market prediction low bad case log regret best individual participant simulate sequence market underlie true probability exist show market converges true objective frequency update beta distribution theory predict agent adopt fractional kelly criteria common practical variant show agent behave like full kelly agent beliefs weight market market price converges time discount frequency analysis provide new justification fractional kelly bet strategy widely use practice ad hoc reason finally propose method agent learn optimal kelly fraction']",5563
20,51,20_asp_answer program_program asp_answer,"['asp', 'answer program', 'program asp', 'answer', 'program', 'declarative', 'hex program', 'solver', 'hex', 'asp competition']","['answer set program asp truly declarative program paradigm propose area non monotonic reason logic programming recently employ many application development efficient asp system thus crucial mind task improve solve method asp two usual way reach goal extend state art technique asp solver ii design new asp solver scratch alternative trend build top state art solver apply machine learn technique choose automatically best available solver per instance basis paper pursue latter direction first define set cheap compute syntactic feature characterize several aspect asp program apply classification method give feature instance sl train set solver performance instance inductively learn algorithm selection strategy apply sl test set report result number experiment consider solver different train test set instance take one submit system track rd asp competition analysis show apply machine learn technique asp solve possible obtain robust performance approach solve instance compare solver enter rd asp competition appear theory practice logic program tplp', 'answer set program asp well establish paradigm declarative program close relationship declarative formalism sit modulo theory constraint handle rule fo pddl many others since first informal edition asp system compare well establish asp competition third open asp competition sequel asp competition series hold university potsdam germany university leuven belgium take place university calabria italy first half participant compete pre select collection benchmark problem take variety domains well real world application competition run two track model solve track base open problem encode open language open kind system base declarative specification paradigm system track run basis fix public problem encoding write standard asp language paper discuss format competition rationale behind report result track comparison second asp competition state art solution benchmark domains eventually discuss appear theory practice logic program tplp', 'answer set program asp well establish paradigm declarative programming develop field logic program nonmonotonic reasoning advance asp solve technology customarily assess competition event happen closely relate problem solve technology like sat smt qbf plan schedule asp competition usually biennial event however fifth asp competition departs tradition order join floc olympic game vienna summer logic expect large event history logic edition asp competition series jointly organize university calabria italy aalto university finland university genova italy affiliate th international conference logic program iclp feature completely design setup novelty involve design track score schema adherence fix modeling language order push adoption asp core standard benchmark domains take past edition best system package submit compare new version solver appear theory practice logic program tplp']",5563
