Topic,Count,Name,Representation,Representative_Docs,Total
13,69,13_gene_cancer_selection_gene expression,"['gene', 'cancer', 'selection', 'gene expression', 'expression', 'tumour', 'rough', 'microarray', 'breast', 'patient']","['gene expression data number training sample small compare large number gene involve experiment however among large amount gene small fraction effective performing certain task furthermore small subset gene desirable develop gene expression base diagnostic tool deliver reliable understandable result gene selection result cost biological experiment decision greatly reduce analyze marker gene important application gene expression data functional genomics classify sample accord gene expression profile feature selection f process attempt select informative feature one important step knowledge discovery conventional supervise f method evaluate various feature subset use evaluation function metric select feature relate decision class data consideration paper study feature selection method base rough set theory k mean fuzzy c mean fcm algorithm implement reduced feature set without consider class label obtain result compare original class label back propagation network bpn also use classification performance k mean fcm bpn analyze confusion matrix find bpn perform well comparatively', 'extend standard rough set base approach deal huge amount numeric attribute versus small amount available object novel approach cluster along dimensionality reduction hybrid fuzzy c mean quick reduct fcmqr algorithm propose single gene selection gene selection process select gene informative one important step knowledge discovery problem gene important gene expression data gene may redundant others may irrelevant noisy study entire dataset divide proper group similar gene apply fuzzy c mean fcm algorithm high class discriminate gene select base degree dependence apply quick reduct algorithm base rough set theory resultant cluster average correlation value acv calculate high class discriminate gene cluster acv value determine significant cluster whose classification accuracy equal high compare accuracy entire dataset propose algorithm evaluate use weka classifier compare finally experimental result related leukemia cancer data confirm approach quite promising though surely require research', 'prostate cancer among common cancer male heterogeneity well know early detection help make therapeutic decision standard technique procedure yet full proof predict cancer class genomic level change detect gene expression data change may serve standard model random cancer data class prediction various technique imply prostate cancer data set order accurately predict cancer class include machine learn technique huge number attribute number sample microarray data lead poor machine learn therefore challenge part attribute reduction non significant gene reduction work compare several machine learn technique accuracy predict cancer class machine learn effective number attribute gene large number sample rarely possible gene expression data attribute reduction gene filter absolutely require order make data meaningful gene participate tumor development irrelevant cancer prediction apply combination statistical technique inter quartile range test effective filtering significant gene minimize noise data do comprehensive evaluation ten state art machine learn technique accuracy class prediction prostate cancer technique bay network perform accuracy follow navie bayes accuracy cross validate result modify train dataset six different way find average sensitivity specificity precision accuracy bayes network high among technique use']",5196
14,68,14_expert_regret_online_regret bound,"['expert', 'regret', 'online', 'regret bound', 'advice', 'mirror descent', 'mirror', 'prediction expert', 'expert advice', 'online convex']","['learn theory largely focus two main learn scenario first classical statistical setting instance draw fix distribution second scenario online learn completely adversarial scenario adversary every time step pick worst instance provide learner argue real world neither assumption reasonable therefore important study problem range assumption data unfortunately theoretical result area scarce possibly due absence general tool analysis focus regret formulation define minimax value game adversary restrict move framework capture stochastic non stochastic assumption data build sequential symmetrization approach define notion distribution dependent rademacher complexity spectrum problem range bad case bound let u immediately deduce variation type bound consider adversary show equivalence online batch learnability supervise set consider various hybrid assumption way x variable choose finally consider smooth learn problem show half space online learnable smoothed model fact exponentially small noise add adversary decision turn problem infinite littlestone dimension learnable problem', 'paper propose framework solve constrain online convex optimization problem motivation stem observation algorithm propose online convex optimization require projection onto convex set mathcal k decision make simple shape e g euclidean ball projection straightforward arbitrary complex set main computational challenge may inefficient practice paper consider alternative online convex optimization problem instead require decision belong mathcal k round require constraint define set mathcal k satisfy long run show framework utilized solve relax version online learn side constraint address cite dblp conf colt mannort cite dblp conf aaai kvetonytm turn problem online convex concave optimization problem propose efficient algorithm achieves tilde mathcal sqrt regret bound tilde mathcal bound violation constraint modify algorithm order guarantee constraint satisfy long run gain achieve price get tilde mathcal regret bound second algorithm base mirror prox method citep nemirovski prox solve variational inequality achieve tilde mathcal mathcal bound regret violation constraint domain k describe finite number linear constraint finally extend result set partial access convex set mathcal k propose multipoint bandit feedback algorithm bound expectation first algorithm', 'convex optimization approach online regret minimization many method develop guarantee sqrt bound regret subdifferentiable convex loss function bound subgradients use reduction linear loss function suggest linear loss function tend hard one learn regardless underlying decision space investigate question systematic fashion look interplay set possible move decision maker adversarial environment allow u highlight sharp distinctive behavior learnability piecewise linear loss function one hand decision set decision maker polyhedron establish omega sqrt low bound regret large class piecewise linear loss function important application online linear optimization repeat zero sum stackelberg game online prediction side information online two stage optimization hand exhibit sqrt learn rate achieve follow leader algorithm online linear optimization boundary decision maker decision set curve lie convex hull environment decision set hence curvature decision maker decision set determine factor optimal learn rate result hold completely adversarial setting']",5196
15,65,15_svm_support vector_vector machine_support,"['svm', 'support vector', 'vector machine', 'support', 'svms', 'vector', 'machine svm', 'machine', 'nesvm', 'solver']","['train support vector machine svm require solution quadratic programming problem qp whose computational complexity become prohibitively expensive large scale datasets traditional optimization method cannot directly apply case mainly due memory restriction adopt slightly different objective function mild condition kernel use within model efficient algorithms train svms devise name core vector machine cvms framework exploit equivalence result learn problem task building minimal enclose ball meb problem feature space data implicitly embed kernel function paper improve cvm approach propose two novel method build svms base frank wolfe algorithm recently revisit fast method approximate solution meb problem contrast cvms algorithms require compute solution sequence increasingly complex qps define use analytic optimization step experiment large collection datasets show method scale good cvms case sometimes price slightly low accuracy cvms propose method easily extend machine learning problem binary classification however effective classifier also obtain use kernel satisfy condition require cvms thus use wider set problem', 'article propose new support vector machine svm train algorithm base distributed mapreduce technique literature lot research show u svm high generalization property among classification algorithm use machine learn area also svm classifier model affect correlation feature svm use quadratic optimization technique train phase svm algorithm formulate quadratic optimization problem quadratic optimization problem time space complexity training set size computation time svm training quadratic number training instance reason svm suitable classification algorithm large scale dataset classification solve training problem develop new distribute mapreduce method develop accordingly svm algorithm train distributed dataset individually ii merge support vector classifier model every trained node iii iterate two step classifier model converges optimal classifier function implementation phase large scale social medium dataset present tfxidf matrix matrix use sentiment analysis get polarization value two three class model create classification method confusion matrix classification model present table social medium message corpus consist public private university message turkey twitter use source corpus twitter user message collect use twitter stream api result show graphic table', 'support vector machine svms invaluable tool many practical application artificial intelligence e g classification event recognition however popular svm solver sufficiently efficient application great deal sample well large number feature paper thus present nesvm fast gradient svm solver optimize various svm model e g classical svm linear program svm least square svm compare svm perf cite svm perf cite perfml convergence rate solve dual svm upper bound mathcal sqrt k wherein k number iteration pegasos cite pegasos online svm converges rate mathcal k primal svm nesvm achieve optimal convergence rate mathcal k linear time complexity particular nesvm smoothes non differentiable hinge loss ell norm primal svm optimal gradient method without line search adopt solve optimization iteration round current gradient historical gradient combine determine descent direction lipschitz constant determines step size two matrix vector multiplication require iteration round therefore nesvm efficient exist svm solver addition nesvm available linear nonlinear kernel also propose homotopy nesvm accelerate nesvm dynamically decrease smooth parameter use continuation method experiment census income categorization indoor outdoor scene classification event recognition scene recognition suggest efficiency effectiveness nesvm matlab code nesvm available website assessment']",5196
16,65,16_metric_metric learn_distance_distance metric,"['metric', 'metric learn', 'distance', 'distance metric', 'near neighbor', 'neighbor', 'dml', 'mahalanobis', 'similarity', 'near']","['need appropriate way measure distance similarity data ubiquitous machine learn pattern recognition data mining handcraft good metric specific problem generally difficult lead emergence metric learning aim automatically learn metric data attract lot interest machine learn related field past ten year survey paper propose systematic review metric learning literature highlight pro con approach pay particular attention mahalanobis distance metric learn well study successful framework additionally present wide range method recently emerge powerful alternative include nonlinear metric learn similarity learn local metric learn recent trend extension semi supervise metric learn metric learn histogram data derivation generalization guarantee also cover finally survey address metric learn structure data particular edit distance learn attempt give overview remain challenge metric learn year come', 'panoply pattern classification technique enjoy intuitive appeal simplicity near neighbor rule give set sample metric domain space whose value function know estimate function anywhere domain give value near sample per metric generally one may use modal value near sample fix positive integer although know admissible sense large value asymptotically superior term prediction error near neighbor rule nonparametric extremely general require principle domain metric space classic paper technique prove convergence independent identically distribute iid sample due cover hart take sample costly much research recent year selective sample sample select pool candidate rank heuristic heuristic try guess candidate would informative sample lindenbaum et al apply selective sample near neighbor rule approach sacrifice austere generality cover hart furthermore heuristic algorithm complex computationally expensive report recent result enable selective sampling original cover hart set result pose three selection heuristic prove near neighbor rule prediction converge true pattern two algorithm computationally cheap complexity grow linearly number sample believe result constitute important advance art', 'crucial importance metric machine learn algorithm lead increase interest optimize distance similarity function area research know metric learn data consist feature vector large body work focus learn mahalanobis distance less work devote metric learning structured object string tree focus optimize notion edit distance identify two important limitation current metric learning approach first allow improve performance local algorithm k near neighbor metric learn global algorithm linear classifier study far second question generalization ability metric learn method largely ignore thesis propose theoretical algorithmic contribution address limitation first contribution derivation new kernel function build learn edit probability second contribution novel framework learn string tree edit similarity inspire recent theory e g good similarity function use uniform stability argument establish theoretical guarantee learn similarity give bound generalization error linear classifier build similarity third contribution extend idea metric learning feature vector propose bilinear similarity learn method efficiently optimize e g goodness generalization guarantee derive approach highlight method minimizes tighter bound generalization error classifier last contribution framework establish generalization bound large class exist metric learn algorithm base notion algorithmic robustness']",5196
17,60,17_crfs_conditional random_crf_sentence,"['crfs', 'conditional random', 'crf', 'sentence', 'random field', 'sequence label', 'parse', 'field crfs', 'prediction', 'spns']","['consider two model sequence label tag problem first one em pattern base conditional random field pb energy string chain label x x ldots x n n sum term interval j term non zero substring x ldots x j equal prespecified word w lambda second model em weight context free grammar wcfg frequently use natural language processing pb wcfg encode local non local interaction respectively thus view complementary propose em grammatical pattern base crf model gpb combine two natural way argue certain advantage exist approach em hybrid model bened sanchez combine em mbox n gram wcfgs focus paper analyze complexity inference task gpb compute map present polynomial time algorithm general gpbs faster version special case call em interaction grammar', 'conditional random field crfs undirected graphical model special case correspond conditionally train finite state machine key advantage model great flexibility include wide array overlap multi granularity non independent feature input face freedom important question remain feature use paper present feature induction method crfs found principle construct feature conjunction significantly increase log likelihood approach base della pietra et al altered work conditional rather joint probability additional modification provide tractability specifically sequence model comparison traditional approach automate feature induction offer improve accuracy order magnitude reduction feature count enables use rich high order markov model offer freedom liberally guess atomic feature may relevant task induction method applies linear chain crfs well arbitrary crf structure also know relational markov network taskar koller present experimental result name entity extraction task', 'conditional random field crf structural support vector machine structural svm two state art method structure prediction capture interdependency among output variable success method attribute fact discriminative model able account overlap feature whole input observation feature usually generate apply give set template label data improper template may lead degrade performance alleviate issue paper propose novel multiple template learning paradigm learn structure prediction importance template simultaneously hundred arbitrary template could add learn model without caution paradigm formulate special multiple kernel learn problem exponential number constraint introduce efficient cut plane algorithm solve problem primal convergence present also evaluate propose learn paradigm two widely study structure prediction task emph e sequence label dependency parse extensive experimental result show proposed method outperform crfs structural svms due exploit importance template complexity analysis empirical result also show propose method efficient onlinemkl sparse high dimensional data extend paradigm structure prediction use generalize p block norm regularization p experiment show competitive performance p']",5196
18,59,18_channel_radio_user_wireless,"['channel', 'radio', 'user', 'wireless', 'transmission', 'cognitive', 'arm', 'allocation', 'cognitive radio', 'primary']","['problem opportunistic spectrum access cognitive radio network recently formulate non bayesian restless multi arm bandit problem problem n arm correspond channel one player correspond secondary user state arm evolve finite state markov chain unknown parameter time slot player select k n arm play receives state dependent reward correspond throughput obtain give activity primary user objective maximize expect total reward e total throughput obtain multiple play performance algorithm multi arm bandit problem measure term regret define difference expect reward compare model aware genie always play best k arm paper propose new continuous exploration exploitation cee algorithm problem information available dynamic arm cee first algorithm guarantee near logarithmic regret uniformly time bound correspond stationary state distribution state dependent reward know show cee easily modify achieve logarithmic regret time contrast prior algorithm require additional information concern bound second eigenvalue transition matrix order guarantee logarithmic regret finally show numerical simulation cee efficient prior algorithms', 'classic bayesian restless multi arm bandit rmab problem n arm reward arm evolve time markov chain know parameter player seek activate k geq arm time order maximize expect total reward obtain multiple play rmab challenge problem know pspace hard general consider work even hard non bayesian rmab parameter markov chain assume unknown emph priori develop original approach problem applicable correspond bayesian problem structure depend know parameter value optimal solution one prescribe finite set policy setting propose learn optimal policy non bayesian rmab employ suitable meta policy treat policy finite set arm different non bayesian multi arm bandit problem single arm selection policy optimal demonstrate approach develop novel sensing policy opportunistic spectrum access unknown dynamic channel prove policy achieves near logarithmic regret difference expect reward compare model aware genie lead average reward achieve optimal policy know model first result literature non bayesian rmab proof also develop novel generalization chernoff hoeffding bound', 'classic bayesian restless multi arm bandit rmab problem n arm reward arm evolve time markov chain know parameter player seek activate k geq arm time order maximize expect total reward obtain multiple play rmab challenge problem know pspace hard general consider work even hard non bayesian rmab parameter markov chain assume unknown emph priori develop original approach problem applicable correspond bayesian problem structure depend know parameter value optimal solution one prescribe finite set policy setting propose learn optimal policy non bayesian rmab employ suitable meta policy treat policy finite set arm different non bayesian multi arm bandit problem single arm selection policy optimal demonstrate approach develop novel sensing policy opportunistic spectrum access unknown dynamic channel prove policy achieves near logarithmic regret difference expect reward compare model aware genie lead average reward achieve optimal policy know model first result literature non bayesian rmab']",5196
19,56,19_dictionary_sparse cod_cod_sparse,"['dictionary', 'sparse cod', 'cod', 'sparse', 'dictionary learn', 'learn dictionary', 'atom', 'overcomplete', 'sparse code', 'sparse representation']","['sparse recovery give matrix dictionary vector form x x sparse goal recover x central notion signal processing statistic machine learn application sparse cod edge detection compression super resolution dictionary unknown learn random example form ax x drawn appropriate distribution dictionary learning problem setting overcomplete column row paper present polynomial time algorithm learn overcomplete dictionary previously know algorithm provable guarantee recent work spielman wang wright give algorithm full rank case rarely case application algorithm applies incoherent dictionary central object study since introduce seminal work donoho huo particular dictionary mu incoherent pair columns inner product mu sqrt n algorithm make natural stochastic assumption unknown sparse vector x contain k leq c min sqrt n mu log n eta non zero entry eta close best k allowable best sparse recovery algorithms even one know dictionary exactly moreover run time sample complexity depend log epsilon epsilon target accuracy algorithms converge quickly true dictionary algorithm also tolerate substantial amount noise provide incoherent respect dictionary e g gaussian noisy set running time sample complexity depend polynomially epsilon necessary', 'popular approach within signal processing machine learn community consist model signal sparse linear combination atom select learn dictionary paradigm lead numerous empirical success various field range image audio process theoretical argument support evidence particular sparse cod sparse dictionary learning relies non convex procedure whose local minimum fully analyze yet paper consider probabilistic model sparse signal show high probability sparse cod admits local minimum around reference dictionary generating signal study take account case complete dictionary noisy signal thus extend previous work limit noiseless setting complete dictionary analysis conduct non asymptotic make possible understand key quantity problem coherence level noise scale respect dimension signal number atom sparsity number observation', 'popular approach within signal processing machine learn community consist model signal sparse linear combination atom select learn dictionary paradigm lead numerous empirical success various field range image audio process theoretical argument support evidence particular sparse cod sparse dictionary learning relies non convex procedure whose local minimum fully analyze yet paper consider probabilistic model sparse signal show high probability sparse cod admits local minimum around reference dictionary generating signal study take account case complete dictionary noisy signal possible outlier thus extend previous work limit noiseless setting complete dictionary analysis conduct non asymptotic make possible understand key quantity problem coherence level noise scale respect dimension signal number atom sparsity number observation']",5196
20,54,20_nmf_nonnegative_nonnegative matrix_factorization nmf,"['nmf', 'nonnegative', 'nonnegative matrix', 'factorization nmf', 'factorization', 'matrix factorization', 'source separation', 'separation', 'non negative', 'negative matrix']","['present novel graphical framework model non negative sequential data hierarchical structure model correspond network couple non negative matrix factorization nmf module refer positive factor network pfn data model linear subject non negativity constraint observation data consist additive combination individually representable observation also representable network desirable property model problem computational auditory scene analysis since distinct sound source environment often well model combine additively correspond magnitude spectrogram propose inference learn algorithms leverage exist nmf algorithms straightforward implement present target track example provide result synthetic observation data serve illustrate interesting property pfns motivate potential usefulness application music transcription source separation speech recognition show target process characterize hierarchical state transition model represent pfn result illustrate pfn define term single target observation use effectively track state multiple simultaneous target result show quality infer target state degrade gradually observation noise increase also present result example meaningful hierarchical feature extract spectrogram hierarchical representation could useful music transcription source separation application also propose network language modeling', 'non negative matrix factorization nmf approximate non negative matrix x product two non negative low rank factor matrix w h nmf extension minimize either kullback leibler divergence euclidean distance x w h model poisson noise gaussian noise practice noise distribution heavy tail cannot perform well paper present manhattan nmf mahnmf minimize manhattan distance x w h model heavy tail laplacian noise similar sparse low rank matrix decomposition mahnmf robustly estimate low rank part sparse part non negative matrix thus perform effectively data contaminate outlier extend mahnmf various practical application develop box constrain mahnmf manifold regularized mahnmf group sparse mahnmf elastic net induce mahnmf symmetric mahnmf major contribution paper lie two fast optimization algorithm mahnmf extension rank one residual iteration rri method nesterov smooth method particular approximate residual matrix outer product one row w one row h mahnmf develop rri method iteratively update variable w h close form solution although rri efficient small scale mahnmf extension neither scalable large scale matrix flexible enough optimize mahnmf extension since objective function mahnmf extension neither convex smooth apply nesterov smooth method recursively optimize one factor matrix another matrix fix set smooth parameter inversely proportional iteration number improve approximation accuracy iteratively mahnmf extension', 'nonnegative matrix factorization nmf problem give n time nonnegative matrix integer r goal express w w nonnegative matrix size n time r r time respectively application make sense ask instead product aw approximate e approximately minimize norm aw f norm f denote frobenius norm refer approximate nmf problem rich history span quantum mechanic probability theory data analysis polyhedral combinatorics communication complexity demography chemometrics etc past decade nmf become enormously popular machine learn w compute use variety local search heuristic vavasis prove problem np complete initiate study problem solvable polynomial time give polynomial time algorithm exact approximate nmf every constant r indeed nmf interesting application precisely r small complement hardness result exact nmf solve time nm r sit sub exponential time algorithm rule substantial improvement algorithm give algorithm run time polynomial n r separablity condition identify donoho stodden algorithm may practical since simple noise tolerant benign assumption separability believe hold many practical setting best knowledge last result first example polynomial time algorithm provably work non trivial condition input believe interest important direction future work']",5196
21,53,21_active_active learn_label complexity_tsybakov,"['active', 'active learn', 'label complexity', 'tsybakov', 'label', 'passive', 'tsybakov noise', 'noise', 'base active', 'query']","['many classification problem unlabelled data abundant subset choose label defines context active learn al method systematically select subset improve classifier retrain give classification problem classifier train small number label example consider selection single example example label oracle use retrain classifier example selection raise central question give fully specify stochastic description classification problem example optimal selection optimality define term loss definition directly produce expect loss reduction elr central quantity whose maximum yield optimal example selection work present new theoretical approach al example quality define optimal al behaviour term elr optimal al behaviour define mathematically reason abstraction provide insight al theoretical context optimal selection compare exist al method show heuristic make sub optimal selection algorithms construct estimate example quality directly large scale experimental study show algorithms competitive standard al method', 'present simple noise robust margin base active learn algorithm find homogeneous pass origin linear separator analyze error convergence label corrupt noise show imposed noise satisfies tsybakov low noise condition mammen tsybakov others tsybakov algorithm able adapt unknown level noise achieve optimal statistical rate poly logarithmic factor also derive low bound margin base active learn algorithms tsybakov noise condition tnc membership query synthesis scenario angluin result implies low bound stream base selective sampling scenario cohn tnc fairly simple data distribution quite surprisingly show sample complexity cannot improve even underlie data distribution simple uniform distribution unit ball proof involve construction well separated hypothesis set dimensional unit ball along carefully design label distribution tsybakov noise condition analysis might provide insight form low bound well', 'active learn refers learn protocol learner allow choose subset instance label previous study show compare passive learn active learn able reduce label complexity exponentially data linearly separable satisfy tsybakov noise condition parameter kappa paper propose novel active learning algorithm use convex surrogate loss goal broaden case active learn achieves exponential improvement make use convex loss reduces computational cost importantly lead tight bound empirical process e difference empirical estimation expectation current solution close optimal one assumption norm optimal classifier minimize convex risk available analysis show introduction convex surrogate loss yield exponential reduction label complexity even parameter kappa tsybakov noise large best knowledge first work improve minimax rate active learn utilizing certain priori knowledge']",5196
22,52,22_mixture_dirichlet_regression mixture_dirichlet mixture,"['mixture', 'dirichlet', 'regression mixture', 'dirichlet mixture', 'em', 'curve', 'regime change', 'expectation maximization', 'gaussians', 'mixture gaussians']","['regression mixture model widely study statistic machine learn data analysis fit regression mixture challenge usually perform maximum likelihood use expectation maximization em algorithm however well know initialization crucial em initialization inappropriately perform em algorithm may lead unsatisfactory result em algorithm also require number cluster give priori problem select number mixture component require use model selection criterion choose one set pre estimate candidate model propose new fully unsupervised algorithm learn regression mixture model unknown number component develop unsupervised learning approach consist penalized maximum likelihood estimation carry robust expectation maximization em algorithm fit polynomial spline b spline regression mixture propose learn approach fully unsupervised simultaneously infers model parameter optimal number regression mixture component data learn proceeds rather two fold scheme standard model base cluster use afterward model selection criterion require accurate initialization unlike standard em regression mixture develop approach apply curve cluster problem numerical experiment simulate data show propose robust em algorithm performs well provide accurate result term robustness regard initialization retrieve optimal partition actual number cluster application real data framework functional data cluster confirms benefit propose approach practical application', 'paper study model classification functional data present regime change time propose new model base functional mixture discriminant analysis approach base specific hidden process regression model govern regime change time approach particularly adapt handle problem complex shape class curve class potentially compose several sub class deal regime change within homogeneous sub class propose model explicitly integrate heterogeneity class curve via mixture model formulation regime change within sub class hidden logistic process class complex shape curve model finite number homogeneous cluster decompose several regime model parameter class learn maximize observe data log likelihood use dedicated expectation maximization em algorithm comparison perform alternative curve classification approach include functional linear discriminant analysis functional mixture discriminant analysis polynomial regression mixture spline regression mixture result obtain simulated data real data show propose approach outperform alternative approach term discrimination significantly improve curve approximation', 'statistical approach functional data analysis concern paradigm individual function curve rather finite dimensional vector paper particularly focus model classification functional data temporal curve present regime change time specifically propose new mixture model base discriminant analysis approach functional data use specific hidden process regression model approach particularly adapt handle problem complex shape class curve class compose several sub class deal regime change within homogeneous sub class model explicitly integrate heterogeneity class curve via mixture model formulation regime change within sub class hidden logistic process approach allow therefore fitting flexible curve model class complex shape curve present regime change unsupervised learn scheme automatically summarize finite number homogeneous cluster decompose several regime model parameter learn maximize observe data log likelihood class use dedicated expectation maximization em algorithm comparison simulate data real data alternative approach include functional linear discriminant analysis functional mixture discriminant analysis polynomial regression mixture spline regression mixture show proposed approach provide good result regard discrimination result significantly improve curve approximation']",5196
23,51,23_manifold_riemannian_riemannian manifold_manifold learn,"['manifold', 'riemannian', 'riemannian manifold', 'manifold learn', 'geometry', 'geodesic', 'embed', 'distance function', 'topological', 'lle']","['recent advance suggest wide range computer vision problem address appropriately consider non euclidean geometry paper tackle problem sparse cod dictionary learn space symmetric positive definite matrix form riemannian manifold aid recently introduce stein kernel relate symmetric version bregman matrix divergence propose perform sparse cod embed riemannian manifold reproduce kernel hilbert space lead convex kernel version lasso problem solve efficiently furthermore propose algorithm learn riemannian dictionary use sparse cod closely tie stein kernel experiment several classification task face recognition texture classification person identification show propose sparse cod approach achieves notable improvement discrimination accuracy comparison state art method tensor sparse cod riemannian locality preserve projection symmetry drive accumulation local feature', 'sparsity base representation recently lead notable result various visual recognition task separate line research riemannian manifold show useful deal feature model lie euclidean space aim build bridge two realm address problem sparse cod dictionary learn space linear subspace form riemannian structure know grassmann manifold end propose embed grassmann manifold space symmetric matrix isometric map turn enable u extend two sparse cod scheme grassmann manifold furthermore propose closed form solution learn grassmann dictionary atom atom lastly handle non linearity data extend propose grassmann sparse cod dictionary learn algorithms embed hilbert space experiment several classification task gender recognition gesture classification scene analysis face recognition action recognition dynamic texture classification show propose approach achieve considerable improvement discrimination accuracy comparison state art method kernelized affine hull method graph embed grassmann discriminant analysis', 'information geometry apply concepts differential geometry probability statistic especially useful parameter estimation exponential family parameter know lie riemannian manifold connection geometric property induce manifold statistical property estimation problem well establish however develop first order method scale large problem less focus information geometry community best know algorithm incorporate manifold structure second order natural gradient descent algorithm introduce amari hand stochastic approximation method lead development first order method optimize noisy objective function recent generalization robbins monro algorithm know mirror descent develop nemirovski yudin first order method induces non euclidean geometry however current analysis mirror descent precisely characterize induced non euclidean geometry consider performance term statistical relative efficiency paper prove mirror descent induce bregman divergence equivalent natural gradient descent algorithm dual riemannian manifold use equivalence follow mirror descent steepest descent direction along riemannian manifold exponential family mirror descent log likelihood loss apply parameter estimation exponential family asymptotically achieve classical cram er rao low bound natural gradient descent manifold correspond exponential family implement first order method mirror descent']",5196
24,49,24_kernel_mkl_kernel learn_multiple kernel,"['kernel', 'mkl', 'kernel learn', 'multiple kernel', 'operator value', 'value kernel', 'reproduce kernel', 'reproduce', 'learn kernel', 'kernel ridge']","['multiple kernel learn mkl support vector machine svms popular front research recent time due success application problem like object categorization success due fact mkl ability choose variety feature kernel identify optimal kernel combination initial formulation mkl able select best feature miss many informative kernel present overcome lp norm base formulation propose kloft et al formulation capable choose non sparse set kernel control parameter p unfortunately parameter p direct meaning number kernel select observed stricter control number kernel select give u edge technique term accuracy classification also help u fine tune algorithm time requirement hand work propose control sparsity kernel learn cskl formulation strictly control number kernel wish select cskl formulation introduces parameter directly correspond number kernel select important note search space finite fast compare p also provide efficient reduced gradient descent base algorithm solve cskl formulation proven converge experiment caltech object categorization dataset also show one achieve good accuracy previous formulation right choice', 'propose general matrix value multiple kernel learn framework high dimensional nonlinear multivariate regression problem framework allows broad class mixed norm regularizers include induce sparsity impose dictionary vector value reproduce kernel hilbert space develop highly scalable eigendecomposition free algorithm orchestrate two inexact solver simultaneously learn input output component separable matrix value kernel key application enable framework show high dimensional causal inference task naturally cast sparse function estimation problem lead novel nonlinear extension class graphical granger causality technique algorithmic development extensive empirical study complement theoretical analysis term rademacher generalization bound', 'propose general matrix value multiple kernel learn framework high dimensional nonlinear multivariate regression problem framework allows broad class mixed norm regularizers include induce sparsity impose dictionary vector value reproduce kernel hilbert space develop highly scalable eigendecomposition free algorithm orchestrate two inexact solver simultaneously learn input output component separable matrix value kernel key application enable framework show high dimensional causal inference task naturally cast sparse function estimation problem lead novel nonlinear extension class graphical granger causality technique algorithmic development extensive empirical study complement theoretical analysis term rademacher generalization bound']",5196
25,48,25_neuron_deep_neural network_unit,"['neuron', 'deep', 'neural network', 'unit', 'neural', 'network', 'activation', 'stochastic neuron', 'activation function', 'pretraining']","['stochastic neuron useful number reason deep learn model many case pose challenge problem estimate gradient loss function respect input stochastic neuron e back propagate stochastic neuron examine question exist approach present two novel family solution applicable different setting particular demonstrate simple biologically plausible formula give rise unbiased noisy estimator gradient respect binary stochastic neuron fire probability unlike estimator view noise small perturbation order estimate gradient finite difference estimator unbiased even without assume stochastic perturbation small estimator also interest apply general setting allow gradient back propagation include estimation gradient respect future reward require reinforcement learn setup also propose approach approximate unbiased high variance estimator learn predict use bias estimator second approach propose assume estimator gradient back propagate provide unbiased estimator gradient work non linearity unlike hard threshold like rectifier flat range similar traditional sigmoidal unit advantage many input hard decision e g output produce would convenient conditional computation achieve sparse representation sparse gradient', 'despite widespread practical success deep learning method theoretical understand dynamic learn deep neural network remain quite sparse attempt bridge gap theory practice deep learn systematically analyze learn dynamic restrict case deep linear neural network despite linearity input output map network nonlinear gradient descent dynamic weight change addition new hidden layer show deep linear network exhibit nonlinear learn phenomenon similar see simulation nonlinear network include long plateau follow rapid transition low error solution faster convergence greedy unsupervised pretraining initial condition random initial condition provide analytical description phenomenon find new exact solution nonlinear dynamic deep learn theoretical analysis also reveal surprising find depth network approach infinity learn speed nevertheless remain finite special class initial condition weight deep network incur finite depth independent delay learn speed relative shallow network show certain condition train data unsupervised pretraining find special class initial condition scale random gaussian initialization cannot exhibit new class random orthogonal initial condition weight like unsupervised pre training enjoy depth independent learn time show initial condition also lead faithful propagation gradient even deep nonlinear network long operate special regime know edge chaos', 'stochastic neuron hard non linearity useful number reason deep learn model many case pose challenge problem estimate gradient loss function respect input stochastic non smooth neuron e back propagate stochastic neuron examine question exist approach compare four family solution applicable different setting one minimum variance unbiased gradient estimator stochatic binary neuron special case reinforce algorithm second approach introduce decomposes operation binary stochastic neuron stochastic binary part smooth differentiable part approximate expect effect pure stochatic binary neuron first order third approach involve injection additive multiplicative noise computational graph otherwise differentiable fourth approach heuristically copy gradient respect stochastic output directly estimator gradient respect sigmoid argument call straight estimator explore context estimator useful consider small scale version em conditional computation sparse stochastic unit form distribute representation gaters turn combinatorially many way large chunk computation perform rest neural network case important gate unit produce actual time result sparsity potentially exploit greatly reduce computational cost large deep network conditional computation would useful']",5196
